"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010569","regulation of double-strand break repair via homologous recombination","6/215","86/18860",0.0697674418604651,6.12006489994592,5.11026770058579,0.000450683422896193,0.00555387652457935,0.00469611647462274,"PLK1/RAD51AP1/PARPBP/RAD51/CHEK1/POLQ",6
"GO:0042770","signal transduction in response to DNA damage","9/215","200/18860",0.045,3.94744186046512,4.49988890317739,0.000494937374212815,0.00606857885969482,0.00513132638697232,"PLK1/FOXM1/RAD51/CHEK1/GTSE1/CDK1/TICRR/CLSPN/E2F7",9
"GO:0051642","centrosome localization","4/215","33/18860",0.121212121212121,10.6328400281889,5.94727640307605,0.000518514484100435,0.00629440468261225,0.00532227488262295,"AURKA/DLGAP5/MAD2L1/ASPM",4
"GO:0061842","microtubule organizing center localization","4/215","33/18860",0.121212121212121,10.6328400281889,5.94727640307605,0.000518514484100435,0.00629440468261225,0.00532227488262295,"AURKA/DLGAP5/MAD2L1/ASPM",4
"GO:0065004","protein-DNA complex assembly","10/215","245/18860",0.0408163265306122,3.58044613194115,4.36559743557901,0.000525138748023154,0.00634326012463612,0.00536358491988214,"CENPA/HJURP/DLGAP5/RAD51/CDC45/CENPW/CENPE/CENPI/CDT1/CENPF",10
"GO:0072698","protein localization to microtubule cytoskeleton","5/215","59/18860",0.0847457627118644,7.43397713835238,5.31511188342037,0.000557912919448026,0.006705948391395,0.00567025834647722,"AURKA/PLK1/TTK/SPAG5/FAM83D",5
"GO:0030010","establishment of cell polarity","8/215","164/18860",0.0487804878048781,4.27906976744186,4.52892989129128,0.00059779661720223,0.00714299125827062,0.00603980278956445,"CENPA/PLK1/SKA3/SKA1/MAD2L1/SPAG5/NDC80/SAPCD2",8
"GO:0007131","reciprocal meiotic recombination","5/215","60/18860",0.0833333333333333,7.31007751937984,5.25688845037264,0.000603055819345798,0.00714299125827062,0.00603980278956445,"RAD51AP1/RAD51/TOP2A/RAD54L/TRIP13",5
"GO:0140527","reciprocal homologous recombination","5/215","60/18860",0.0833333333333333,7.31007751937984,5.25688845037264,0.000603055819345798,0.00714299125827062,0.00603980278956445,"RAD51AP1/RAD51/TOP2A/RAD54L/TRIP13",5
"GO:0034113","heterotypic cell-cell adhesion","5/215","61/18860",0.0819672131147541,7.19024018299657,5.19998882144767,0.000650882938025487,0.00767224332745018,0.00648731532433234,"DSP/PKP2/FGB/FGA/FGG",5
"GO:0061351","neural precursor cell proliferation","8/215","168/18860",0.0476190476190476,4.17718715393134,4.44188099551536,0.000700348393941636,0.00821562539046919,0.00694677556743728,"RACGAP1/KIF14/MELK/ASPM/SHCBP1/ASCL1/IGF2BP1/CDH2",8
"GO:0051656","establishment of organelle localization","13/215","400/18860",0.0325,2.85093023255814,4.01792256693731,0.000709128191536995,0.00827881716435534,0.00700020778349287,"CENPA/PLK1/ESPL1/SKA3/SKA1/MAD2L1/SPAG5/NDC80/CENPE/SAPCD2/UCHL1/CPLX2/KIF1A",13
"GO:0030174","regulation of DNA-templated DNA replication initiation","3/215","16/18860",0.1875,16.4476744186047,6.63794909252391,0.000733178048247912,0.00847845705082894,0.00716901459000204,"TICRR/MCM4/CDT1",3
"GO:0051782","negative regulation of cell division","3/215","16/18860",0.1875,16.4476744186047,6.63794909252391,0.000733178048247912,0.00847845705082894,0.00716901459000204,"AURKB/ASPM/E2F7",3
"GO:0070542","response to fatty acid","5/215","63/18860",0.0793650793650794,6.96197858988557,5.0899531212752,0.000754992295641346,0.00868953396870228,0.00734749205291479,"CCNB1/GLDC/CPS1/AKR1C2/AKR1C1",5
"GO:0051177","meiotic sister chromatid cohesion","3/215","17/18860",0.176470588235294,15.4801641586867,6.41387199726298,0.000882832718255361,0.0101132010917516,0.00855128306291331,"BUB1B/BUB1/SGO2",3
"GO:0170039","proteinogenic amino acid metabolic process","8/215","175/18860",0.0457142857142857,4.01009966777409,4.29586589488726,0.000913640696783406,0.010417211682951,0.00880834119869885,"PLOD2/GLDC/PSAT1/SLC7A11/GCLC/PAH/CPS1/KYNU",8
"GO:0044380","protein localization to cytoskeleton","5/215","67/18860",0.0746268656716418,6.54633807705658,4.88363333274968,0.000999914339910122,0.011347865066887,0.00959526122998207,"AURKA/PLK1/TTK/SPAG5/FAM83D",5
"GO:0007076","mitotic chromosome condensation","3/215","18/18860",0.166666666666667,14.6201550387597,6.20800660594772,0.00105053310095256,0.0117045697092431,0.0098968751639847,"PLK1/NCAPG/NCAPH",3
"GO:0007096","regulation of exit from mitosis","3/215","18/18860",0.166666666666667,14.6201550387597,6.20800660594772,0.00105053310095256,0.0117045697092431,0.0098968751639847,"BIRC5/UBE2C/ANLN",3
"GO:0016137","glycoside metabolic process","3/215","18/18860",0.166666666666667,14.6201550387597,6.20800660594772,0.00105053310095256,0.0117045697092431,0.0098968751639847,"AKR1C2/AKR1B10/AKR1C1",3
"GO:0072378","blood coagulation, fibrin clot formation","3/215","18/18860",0.166666666666667,14.6201550387597,6.20800660594772,0.00105053310095256,0.0117045697092431,0.0098968751639847,"FGB/FGA/FGG",3
"GO:0034109","homotypic cell-cell adhesion","6/215","103/18860",0.058252427184466,5.10995710092572,4.49129496606008,0.00116816433164339,0.0129560044054995,0.0109550339235457,"SLC7A11/DSP/PKP2/FGB/FGA/FGG",6
"GO:0031401","positive regulation of protein modification process","12/215","375/18860",0.032,2.80706976744186,3.79558037908516,0.00129021434035615,0.0141982085947363,0.0120053877677666,"PLK1/TPX2/CDC20/KIF14/PFN2/UBE2S/FANCI/CENPE/ECT2/UBE2C/CLSPN/CALCA",12
"GO:0044773","mitotic DNA damage checkpoint signaling","5/215","71/18860",0.0704225352112676,6.17753029806747,4.69350577434647,0.00129941890293395,0.0141982085947363,0.0120053877677666,"PLK1/CHEK1/CDK1/TICRR/CLSPN",5
"GO:1901657","glycosyl compound metabolic process","5/215","71/18860",0.0704225352112676,6.17753029806747,4.69350577434647,0.00129941890293395,0.0141982085947363,0.0120053877677666,"CDK1/TK1/AKR1C2/AKR1B10/AKR1C1",5
"GO:0045740","positive regulation of DNA replication","4/215","42/18860",0.0952380952380952,8.35437430786268,5.12366833657712,0.00130926103844904,0.0141982085947363,0.0120053877677666,"CDC25A/CDK1/CDT1/E2F7",4
"GO:0071398","cellular response to fatty acid","4/215","42/18860",0.0952380952380952,8.35437430786268,5.12366833657712,0.00130926103844904,0.0141982085947363,0.0120053877677666,"CCNB1/CPS1/AKR1C2/AKR1C1",4
"GO:0022411","cellular component disassembly","14/215","483/18860",0.0289855072463768,2.54263565891473,3.68805161266944,0.00134391768979172,0.0145095538189902,0.012268647750311,"AURKA/PLK1/TPX2/AURKB/KIF2C/CDC25A/CHEK1/KIF18B/CDK1/TOP2A/HMGA1/CTSV/MMP12/VIL1",14
"GO:0000018","regulation of DNA recombination","7/215","145/18860",0.0482758620689655,4.23480352846832,4.19888867076673,0.00138896605739242,0.0149298554186674,0.012624036505862,"PLK1/RAD51AP1/PARPBP/RAD51/KPNA2/CHEK1/POLQ",7
"GO:0042325","regulation of phosphorylation","13/215","431/18860",0.0301624129930394,2.64587492580802,3.71177759046184,0.00139569337522435,0.0149363676997693,0.0126295430075703,"TPX2/CDKN3/CDC25C/KIF14/CDC25A/PFN2/CENPE/ECT2/CDC6/CLSPN/PKMYT1/CALCA/INHA",13
"GO:0090329","regulation of DNA-templated DNA replication","4/215","43/18860",0.0930232558139535,8.16008653326122,5.04748076620319,0.00143079216067484,0.015245121711994,0.0128906119739034,"TICRR/MCM4/CDT1/E2F7",4
"GO:0051054","positive regulation of DNA metabolic process","10/215","283/18860",0.0353356890459364,3.09967951351796,3.82169306671693,0.00156947695062247,0.0166501033022558,0.0140786033099316,"FOXM1/CCNA2/NEK2/AURKB/RAD51AP1/DSCC1/CDC25A/CDK1/CDT1/E2F7",10
"GO:0007163","establishment or maintenance of cell polarity","9/215","236/18860",0.038135593220339,3.34528971225857,3.89325979468127,0.00159056305644901,0.01680075263089,0.0142059858311235,"CENPA/PLK1/SKA3/SKA1/KIF2C/MAD2L1/SPAG5/NDC80/SAPCD2",9
"GO:0001932","regulation of protein phosphorylation","12/215","387/18860",0.0310077519379845,2.72002884442041,3.67129991067112,0.00168170440100345,0.0176868911140018,0.0149552659980343,"TPX2/CDKN3/CDC25C/KIF14/CDC25A/PFN2/CENPE/ECT2/CDC6/CLSPN/PKMYT1/CALCA",12
"GO:0007018","microtubule-based movement","14/215","496/18860",0.0282258064516129,2.47599399849963,3.57716649364927,0.00172154192892929,0.0180281644059548,0.0152438318531801,"KIF23/KIF4A/KIF11/KIF2C/KIF14/DLGAP5/KIFC1/KIF18B/KIF20A/CENPE/KIF15/UCHL1/CABYR/KIF1A",14
"GO:2000779","regulation of double-strand break repair","7/215","151/18860",0.0463576158940397,4.06653318958879,4.06263889448805,0.00175273394849759,0.018276371086898,0.0154537046291286,"PLK1/FOXM1/RAD51AP1/PARPBP/RAD51/CHEK1/POLQ",7
"GO:0072528","pyrimidine-containing compound biosynthetic process","4/215","46/18860",0.0869565217391304,7.62790697674419,4.83294793777527,0.0018422746983943,0.019128298996094,0.0161740578224091,"CDK1/UCK2/TK1/CPS1",4
"GO:0031109","microtubule polymerization or depolymerization","7/215","153/18860",0.0457516339869281,4.01337589299286,4.01878079559259,0.00188914092263455,0.0195317959797809,0.0165152373254403,"TPX2/SKA3/AURKB/SKA1/KIF2C/KIF18B/CDK1",7
"GO:0072376","protein activation cascade","3/215","22/18860",0.136363636363636,11.9619450317125,5.52432131073828,0.00191717003616403,0.0197379531149377,0.0166895548340284,"FGB/FGA/FGG",3
"GO:0051258","protein polymerization","10/215","291/18860",0.0343642611683849,3.0144649564453,3.718855635667,0.00192656427919631,0.0197513312657101,0.0167008668165624,"TPX2/SKA1/PFN2/CDK1/UBE2S/UBE2C/FGB/FGA/VIL1/FGG",10
"GO:0034114","regulation of heterotypic cell-cell adhesion","3/215","23/18860",0.130434782608696,11.4418604651163,5.38063213312958,0.00218634445191554,0.0223208387559578,0.0188735306133206,"FGB/FGA/FGG",3
"GO:0000077","DNA damage checkpoint signaling","6/215","117/18860",0.0512820512820513,4.49850924269529,4.07618390909142,0.0022409837345802,0.0227833346348987,0.0192645970165666,"PLK1/RAD51/CHEK1/CDK1/TICRR/CLSPN",6
"GO:0010038","response to metal ion","11/215","351/18860",0.0313390313390313,2.74908898164712,3.5519868628027,0.00239459405796861,0.0242440228275661,0.0204996914331447,"CCNB1/CDK1/TESMIN/ECT2/KCNMB4/GCLC/CPS1/FGB/FGA/TF/FGG",11
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","5/215","82/18860",0.0609756097560976,5.34883720930233,4.23792021426167,0.00246204236421898,0.0246772298345195,0.020865992439887,"AURKA/PLK1/CDC20/GCLC/TF",5
"GO:0061952","midbody abscission","3/215","24/18860",0.125,10.9651162790698,5.24554983070674,0.00247783660223658,0.0246772298345195,0.020865992439887,"CEP55/AURKB/KIF20A",3
"GO:0097150","neuronal stem cell population maintenance","3/215","24/18860",0.125,10.9651162790698,5.24554983070674,0.00247783660223658,0.0246772298345195,0.020865992439887,"ASPM/IGF2BP1/CDH2",3
"GO:1902644","tertiary alcohol metabolic process","3/215","24/18860",0.125,10.9651162790698,5.24554983070674,0.00247783660223658,0.0246772298345195,0.020865992439887,"AKR1C2/AKR1B10/AKR1C1",3
"GO:0071763","nuclear membrane organization","4/215","50/18860",0.08,7.01767441860465,4.57526925735496,0.00250949012058346,0.0248908776187953,0.0210466437156336,"PLK1/CDC25A/CHEK1/CDK1",4
"GO:0035296","regulation of tube diameter","7/215","162/18860",0.0432098765432099,3.79041056560436,3.83023485111489,0.0026077865383735,0.0256572546517393,0.0216946588082006,"KCNMB4/CALCA/GCLC/CPS1/FGB/FGA/FGG",7
"GO:0097746","blood vessel diameter maintenance","7/215","162/18860",0.0432098765432099,3.79041056560436,3.83023485111489,0.0026077865383735,0.0256572546517393,0.0216946588082006,"KCNMB4/CALCA/GCLC/CPS1/FGB/FGA/FGG",7
"GO:1901605","alpha-amino acid metabolic process","8/215","207/18860",0.0386473429951691,3.39018087855297,3.71311980154967,0.00263884216320966,0.0258585336475163,0.0218648515742589,"PLOD2/GLDC/PSAT1/SLC7A11/GCLC/PAH/CPS1/KYNU",8
"GO:0035150","regulation of tube size","7/215","163/18860",0.0429447852760736,3.76715651305464,3.81012240800586,0.00269903911081035,0.026342621721509,0.0222741753986875,"KCNMB4/CALCA/GCLC/CPS1/FGB/FGA/FGG",7
"GO:1903429","regulation of cell maturation","3/215","25/18860",0.12,10.526511627907,5.11821423454996,0.00279224903148692,0.0271437754455302,0.0229515961489384,"AURKA/KIF14/PAEP",3
"GO:0007019","microtubule depolymerization","4/215","52/18860",0.0769230769230769,6.74776386404293,4.45683594169924,0.00289825973116547,0.0280625148573165,0.02372844224346,"TPX2/AURKB/KIF2C/KIF18B",4
"GO:0007584","response to nutrient","7/215","167/18860",0.0419161676646707,3.67692521932878,3.73123272845511,0.00308880878846537,0.0297893021496265,0.0251885384871734,"STC2/STC1/ASCL1/SLC16A1/GCLC/CYP24A1/KYNU",7
"GO:0043043","peptide biosynthetic process","3/215","26/18860",0.115384615384615,10.1216457960644,4.99788157617498,0.00313015502691223,0.030069205770338,0.0254252128170243,"PCSK1/SLC7A11/GCLC",3
"GO:0071897","DNA biosynthetic process","7/215","168/18860",0.0416666666666667,3.65503875968992,3.711889050801,0.0031926548925751,0.030549325246601,0.0258311809677903,"CCNA2/DSCC1/CDK1/HROB/POLQ/CENPF/TK1",7
"GO:0042730","fibrinolysis","3/215","27/18860",0.111111111111111,9.74677002583979,4.88390495089287,0.00349209934219546,0.0329702562258842,0.02787821492784,"FGB/FGA/FGG",3
"GO:0051446","positive regulation of meiotic cell cycle","3/215","27/18860",0.111111111111111,9.74677002583979,4.88390495089287,0.00349209934219546,0.0329702562258842,0.02787821492784,"RAD51AP1/CDC25C/CDC25A",3
"GO:0001824","blastocyst development","6/215","128/18860",0.046875,4.11191860465116,3.79348617530483,0.00350635484350692,0.0329702562258842,0.02787821492784,"NEK2/CHEK1/RRM2/GINS4/NCAPG2/GINS1",6
"GO:0045860","positive regulation of protein kinase activity","6/215","128/18860",0.046875,4.11191860465116,3.79348617530483,0.00350635484350692,0.0329702562258842,0.02787821492784,"TPX2/KIF14/CENPE/ECT2/CLSPN/CALCA",6
"GO:2000243","positive regulation of reproductive process","5/215","89/18860",0.0561797752808989,4.92814214789652,3.98874120935594,0.00351322402406963,0.0329702562258842,0.02787821492784,"AURKA/RAD51AP1/CDC25C/CDC25A/KNL1",5
"GO:0031639","plasminogen activation","3/215","28/18860",0.107142857142857,9.39867109634551,4.77571864829453,0.00387859890692121,0.0362596985934397,0.0306596243499318,"FGB/FGA/FGG",3
"GO:0009636","response to toxic substance","9/215","270/18860",0.0333333333333333,2.92403100775194,3.41941348777111,0.00391683718246623,0.036445774906811,0.030816962388848,"CCNB1/RAD51/CDK1/TXNRD1/SLC7A11/CPS1/AKR1B10/DDC/GPX2",9
"GO:0048469","cell maturation","8/215","221/18860",0.0361990950226244,3.17541828896138,3.49321224949698,0.0039283765575784,0.036445774906811,0.030816962388848,"AURKA/CCNB1/KIF14/TRIP13/CABYR/ASCL1/RET/PAEP",8
"GO:0033273","response to vitamin","5/215","92/18860",0.0543478260869565,4.76744186046512,3.88981405855379,0.00404993609595466,0.0374312275535204,0.0316502182937446,"STC2/STC1/ASCL1/CYP24A1/KYNU",5
"GO:0170033","L-amino acid metabolic process","7/215","177/18860",0.0395480225988701,3.46918933123111,3.54417440140141,0.00425168110633136,0.0391475543375416,0.0331014695865322,"PLOD2/PSAT1/SLC7A11/GCLC/PAH/CPS1/KYNU",7
"GO:0045907","positive regulation of vasoconstriction","3/215","29/18860",0.103448275862069,9.07457898957498,4.67282547620115,0.00429014352219435,0.0393531962186249,0.033275351418682,"FGB/FGA/FGG",3
"GO:0021987","cerebral cortex development","6/215","134/18860",0.0447761194029851,3.92780284623395,3.6523222133831,0.00438786252535229,0.0400988185837437,0.0339058172666686,"KIF14/ASPM/SLC2A1/ASCL1/CDH2/TUBB2B",6
"GO:0031297","replication fork processing","4/215","59/18860",0.0677966101694915,5.94718171068191,4.08686940199774,0.0045803378529932,0.0417015834376993,0.0352610455297198,"EXO1/RAD51/CDK1/POLQ",4
"GO:2000042","negative regulation of double-strand break repair via homologous recombination","3/215","30/18860",0.1,8.77209302325581,4.57478642458404,0.00472719654264989,0.0428786600894637,0.0362563303603748,"PLK1/PARPBP/POLQ",3
"GO:0019748","secondary metabolic process","4/215","60/18860",0.0666666666666667,5.84806201550388,4.03889193717819,0.00486442942682515,0.0437978147655106,0.0370335275842971,"SLC7A11/AKR1C2/AKR1B10/AKR1C1",4
"GO:1901607","alpha-amino acid biosynthetic process","4/215","60/18860",0.0666666666666667,5.84806201550388,4.03889193717819,0.00486442942682515,0.0437978147655106,0.0370335275842971,"PLOD2/PSAT1/PAH/CPS1",4
"GO:0033674","positive regulation of kinase activity","6/215","137/18860",0.0437956204379562,3.84179256492955,3.58477832468289,0.00488534735791623,0.0438244395342485,0.0370560403309435,"TPX2/KIF14/CENPE/ECT2/CLSPN/CALCA",6
"GO:0071453","cellular response to oxygen levels","7/215","183/18860",0.0382513661202186,3.35544541873173,3.4382891509383,0.00509277218010048,0.045517817287345,0.0384878869211373,"CCNA2/CCNB1/STC2/UCK2/HILPDA/STC1/EGLN3",7
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","6/215","139/18860",0.0431654676258993,3.78651497406726,3.54080187083048,0.00523926716601179,0.0466562477557254,0.0394504942196815,"PBK/AURKA/PLK1/CDC20/GCLC/TF",6
"GO:1900024","regulation of substrate adhesion-dependent cell spreading","4/215","62/18860",0.0645161290322581,5.65941485371343,3.94610619312726,0.00546760809378924,0.0481030713251544,0.040673865313763,"PKP2/FGB/FGA/FGG",4
"GO:0031915","positive regulation of synaptic plasticity","2/215","10/18860",0.2,17.5441860465116,5.61936308770405,0.00548059583130858,0.0481030713251544,0.040673865313763,"CDC20/CPLX2",2
"GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/215","10/18860",0.2,17.5441860465116,5.61936308770405,0.00548059583130858,0.0481030713251544,0.040673865313763,"PBK/FOXM1",2
"GO:0097681","double-strand break repair via alternative nonhomologous end joining","2/215","10/18860",0.2,17.5441860465116,5.61936308770405,0.00548059583130858,0.0481030713251544,0.040673865313763,"PLK1/POLQ",2
"GO:0006520","amino acid metabolic process","9/215","286/18860",0.0314685314685315,2.76044885347211,3.22144762069194,0.00567613509439229,0.0494932474316592,0.041849337776554,"PLOD2/GLDC/PSAT1/SLC7A11/GCLC/PAH/CPS1/KYNU/DDC",9
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/215","32/18860",0.09375,8.22383720930233,4.39175607993797,0.0056795529839609,0.0494932474316592,0.041849337776554,"FGB/FGA/FGG",3
